longitude,latitude,wind_speed
0.0,-90.0,3.7430053565234993
0.0,-88.0,5.324924927009085
0.0,-86.0,5.709015058068778
0.0,-84.0,5.699250029217025
0.0,-82.0,5.285650720965152
0.0,-80.0,6.131464816553177
0.0,-78.0,5.4674385695215975
0.0,-76.0,5.261632185577883
0.0,-74.0,4.7800119520194455
0.0,-72.0,4.489050996601488
0.0,-70.0,4.518892163867001
0.0,6.0,1.5447082606697728
0.0,8.0,1.5966101739352474
0.0,10.0,1.8880307020847982
0.0,12.0,1.862721758039621
0.0,14.0,2.575728786335319
0.0,16.0,2.8508439702909274
0.0,18.0,2.7738815923448
0.0,20.0,2.207011893645169
0.0,22.0,2.130217732662962
0.0,24.0,2.2681023389095745
0.0,26.0,2.482074202782486
0.0,28.0,2.7224918246077334
0.0,30.0,2.52918099039053
0.0,32.0,1.5849719549052648
0.0,34.0,1.3293635360863962
0.0,40.0,1.0810230478872007
0.0,42.0,1.0042292584337107
0.0,44.0,0.8903135448584436
0.0,46.0,1.5682317329614979
0.0,48.0,1.8740712919701872
0.0,52.0,2.1830233925077507
2.0,-90.0,3.7430053565234993
2.0,-88.0,5.354701069137101
2.0,-86.0,5.64645995512548
2.0,-84.0,5.519264007211962
2.0,-82.0,5.264056607698249
2.0,-80.0,6.253200092790447
2.0,-78.0,5.46887070155104
2.0,-76.0,5.124986345937647
2.0,-74.0,6.07030200136771
2.0,-72.0,4.074784365426496
2.0,8.0,1.0332708717207275
2.0,10.0,1.1373342540907156
2.0,12.0,2.159401241841
2.0,14.0,2.598118596913458
2.0,16.0,2.951142104242616
2.0,18.0,2.7970993299187517
2.0,20.0,2.3463377356031128
2.0,22.0,1.7468270407468889
2.0,24.0,1.579563551842061
2.0,26.0,2.9884767607089233
2.0,28.0,3.1386907618883035
2.0,30.0,2.6550549424170358
2.0,32.0,1.6681158877017295
2.0,34.0,1.3206802791651857
2.0,36.0,0.6927584893735291
2.0,42.0,0.5645087174873673
2.0,44.0,0.9070322192189049
2.0,46.0,1.4726457340464467
2.0,48.0,2.0152154791513204
2.0,50.0,2.134447255870071
4.0,-90.0,3.7430053565234993
4.0,-88.0,5.353639459689471
4.0,-86.0,5.574251028465302
4.0,-84.0,5.228366960791219
4.0,-82.0,5.100562830476964
4.0,-80.0,6.209425659395419
4.0,-78.0,5.63944344231455
4.0,-76.0,5.032843816389958
4.0,-74.0,5.9494354629447
4.0,-72.0,3.830224044421849
4.0,8.0,1.2851501171762647
4.0,10.0,1.3799945104900146
4.0,12.0,1.6582146825341837
4.0,14.0,2.7242773295569904
4.0,16.0,2.5222879654331383
4.0,18.0,2.5978347049679016
4.0,20.0,2.409737668790756
4.0,22.0,2.094168056246996
4.0,24.0,1.323299662786132
4.0,26.0,1.4127559338923614
4.0,28.0,3.203928071007416
4.0,30.0,2.321715335849707
4.0,32.0,1.8506713270231057
4.0,34.0,1.5234906258643524
4.0,36.0,1.0212791325829866
4.0,40.0,2.4901114751243782
4.0,44.0,1.0174520365971416
4.0,46.0,1.113850523060438
4.0,48.0,1.8002409988379633
4.0,50.0,2.1712192443078666
6.0,-90.0,3.7430053565234993
6.0,-88.0,5.335424817630591
6.0,-86.0,5.529548119792627
6.0,-84.0,4.930762770514339
6.0,-82.0,4.888575640045105
6.0,-80.0,6.253927141620612
6.0,-78.0,5.703705659971202
6.0,-76.0,4.814504591129482
6.0,-74.0,5.6411049324453115
6.0,-72.0,5.010904696128049
6.0,6.0,0.8847870549076484
6.0,8.0,1.1122524928227255
6.0,10.0,1.1939526026722045
6.0,12.0,2.234435846960505
6.0,14.0,2.942083038672708
6.0,16.0,2.7677809764453882
6.0,18.0,2.017900908461318
6.0,20.0,2.657265664529518
6.0,22.0,2.4511716837935547
6.0,24.0,0.9535469277843545
6.0,26.0,1.7858483203382918
6.0,28.0,2.5781225448421563
6.0,30.0,2.086072474681355
6.0,32.0,1.8571492024751104
6.0,34.0,1.5649121344186765
6.0,36.0,0.8720909374270147
6.0,44.0,0.9092956603479369
6.0,46.0,0.4526031052277477
6.0,48.0,1.4416421844185632
6.0,50.0,1.9930630267144611
6.0,52.0,2.0531183630043066
6.0,60.0,0.7585938477484859
6.0,62.0,0.6457673940891672
8.0,-90.0,3.7430053565234993
8.0,-88.0,5.278984567411522
8.0,-86.0,5.476522018452333
8.0,-84.0,4.712713453826489
8.0,-82.0,4.53112572922686
8.0,-80.0,6.295441191936699
8.0,-78.0,5.735903480136131
8.0,-76.0,4.564012431199475
8.0,-74.0,5.199151853763929
8.0,-72.0,5.811912504857488
8.0,-70.0,5.937678157172745
8.0,6.0,1.2471707424484537
8.0,8.0,1.1502465859551525
8.0,10.0,1.4814480401922776
8.0,12.0,1.7969498054226873
8.0,14.0,3.227224685379447
8.0,16.0,3.2658675348905746
8.0,18.0,1.5482241503650191
8.0,20.0,2.495585047476568
8.0,22.0,3.0512000814853564
8.0,24.0,1.3277798582119618
8.0,26.0,0.994959503204992
8.0,28.0,2.476595142130668
8.0,30.0,1.9010499155168832
8.0,32.0,1.9557684804683564
8.0,34.0,1.6721185149667825
8.0,36.0,1.1143835829263753
8.0,44.0,0.9024682998292843
8.0,46.0,0.6834331437075302
8.0,48.0,1.1591708552788695
8.0,50.0,1.5350561530620628
8.0,52.0,1.8905523848267698
8.0,60.0,0.943527217122254
8.0,62.0,0.7884648400354523
10.0,-90.0,3.7430053565234993
10.0,-88.0,5.227188545175974
10.0,-86.0,5.422833763439415
10.0,-84.0,4.593790891745173
10.0,-82.0,4.357437476626475
10.0,-80.0,6.184067803437319
10.0,-78.0,5.675079433947723
10.0,-76.0,4.427809109368987
10.0,-74.0,4.839341600386053
10.0,-72.0,6.176727433596484
10.0,-70.0,6.321380001499802
10.0,-2.0,0.8247449502738023
10.0,2.0,0.8375822098591509
10.0,4.0,0.8444930273639013
10.0,6.0,0.3914463499551634
10.0,8.0,1.8190960280742194
10.0,10.0,1.4189725342297506
10.0,12.0,1.544970871062997
10.0,14.0,2.800378990260619
10.0,16.0,3.1962940265752735
10.0,18.0,2.0966750638503067
10.0,20.0,1.523614179968089
10.0,22.0,2.804230720913953
10.0,24.0,2.4038098704842352
10.0,26.0,1.8515777288761825
10.0,28.0,2.3390161964444247
10.0,30.0,1.7690776708759801
10.0,32.0,2.185788516061444
10.0,34.0,2.3462917242836245
10.0,36.0,1.0113161704058609
10.0,46.0,0.33750055783927735
10.0,48.0,1.488933327482834
10.0,50.0,1.4850680502831413
10.0,52.0,1.7874955570956506
10.0,54.0,1.6694643083692815
10.0,56.0,1.8252835741435085
10.0,60.0,0.510818049519641
10.0,62.0,0.7988393466595104
10.0,64.0,1.6483435282167982
12.0,-90.0,3.7430053565234993
12.0,-88.0,5.158360736324576
12.0,-86.0,5.385865358582589
12.0,-84.0,4.566595734302761
12.0,-82.0,4.334473454880855
12.0,-80.0,6.130896225208566
12.0,-78.0,5.498339542518491
12.0,-76.0,4.218371853164279
12.0,-74.0,4.85572229267398
12.0,-72.0,4.546125863718174
12.0,-70.0,6.512343978277161
12.0,-18.0,4.3893788223884265
12.0,-16.0,2.1903473113754686
12.0,-4.0,0.9975645417061912
12.0,-2.0,0.90906944103988
12.0,2.0,0.9323836206938675
12.0,4.0,0.9902062881932849
12.0,6.0,0.6646379238716159
12.0,8.0,1.088446816565418
12.0,10.0,1.4263704079118575
12.0,12.0,1.9350429221836116
12.0,14.0,3.2101406512270656
12.0,16.0,3.049715103683568
12.0,18.0,2.302411956109158
12.0,20.0,2.3836933034968855
12.0,22.0,3.692604153994005
12.0,24.0,2.2591042988491363
12.0,26.0,1.7513632769811436
12.0,28.0,1.7096245584611094
12.0,30.0,1.8299047682399416
12.0,32.0,1.2249095462018218
12.0,42.0,1.0170177493945733
12.0,44.0,0.8899814539568428
12.0,46.0,0.3535090627673765
12.0,48.0,1.1041248988553811
12.0,50.0,1.5229933538223748
12.0,52.0,1.4978135131945731
12.0,54.0,2.0487043875839177
12.0,56.0,2.362433107861954
12.0,58.0,1.3129941642201837
12.0,60.0,0.7047549138358392
12.0,62.0,0.6958310025450287
12.0,64.0,1.0111245385469085
14.0,-90.0,3.7430053565234993
14.0,-88.0,5.079805996581001
14.0,-86.0,5.390085747271947
14.0,-84.0,4.55360924215124
14.0,-82.0,4.457167585426457
14.0,-80.0,6.202178737203872
14.0,-78.0,5.348170050003001
14.0,-76.0,3.961114793805871
14.0,-74.0,4.859608577726756
14.0,-72.0,8.540306954835948
14.0,-70.0,6.756422298186287
14.0,-20.0,1.4112959489692607
14.0,-18.0,1.2682573005726059
14.0,-16.0,1.1146055363817557
14.0,-14.0,0.6154005856418606
14.0,-12.0,0.7630542887623343
14.0,-10.0,1.29793030116683
14.0,-8.0,0.781832098380855
14.0,-6.0,0.9546192354594488
14.0,-4.0,1.0002189097024592
14.0,-2.0,0.8668449619532833
14.0,2.0,0.6529502869379279
14.0,4.0,0.5944868779334403
14.0,6.0,0.7008305926740004
14.0,8.0,0.6162216975057199
14.0,10.0,1.8794584477697729
14.0,12.0,2.0858935392764226
14.0,14.0,3.5013798227711668
14.0,16.0,3.39405870435162
14.0,18.0,2.1750739843845146
14.0,20.0,2.2264022795695055
14.0,22.0,3.9621057916865783
14.0,24.0,2.802742572919349
14.0,26.0,1.91280025666154
14.0,28.0,2.2017318618575454
14.0,30.0,1.6465770632413748
14.0,32.0,1.6027087034146492
14.0,38.0,1.076175295065758
14.0,42.0,0.48911669234092603
14.0,46.0,0.5044949806148894
14.0,48.0,0.8997363753412312
14.0,50.0,1.753185396531687
14.0,52.0,1.5034419330239566
14.0,56.0,1.4944818530281836
14.0,58.0,1.0371679094976713
14.0,60.0,0.8493321277668237
14.0,62.0,0.8887285855519299
14.0,64.0,0.8770144290661523
14.0,66.0,0.8792664729937414
14.0,78.0,1.2817320790597693
16.0,-90.0,3.7430053565234993
16.0,-88.0,5.0243556277945585
16.0,-86.0,5.400008543034591
16.0,-84.0,4.668366470548616
16.0,-82.0,4.675255989584842
16.0,-80.0,6.150532218949017
16.0,-78.0,5.096642620649785
16.0,-76.0,3.778684753491279
16.0,-74.0,5.536496027178057
16.0,-72.0,10.32064891006081
16.0,-70.0,6.4786363903284965
16.0,-28.0,3.4268611109918017
16.0,-26.0,1.2645019244088418
16.0,-24.0,1.0804183878234113
16.0,-22.0,1.5356151603768924
16.0,-20.0,1.479440092130493
16.0,-18.0,1.646838410169612
16.0,-16.0,1.4138912876411298
16.0,-14.0,0.7841437071183625
16.0,-12.0,0.8180842000055569
16.0,-10.0,0.7289157751151084
16.0,-8.0,0.8493681700228524
16.0,-6.0,0.8741368580117523
16.0,-4.0,1.1509506556555555
16.0,-2.0,0.702107820833997
16.0,2.0,0.5380729915338542
16.0,4.0,0.41111181619282644
16.0,6.0,1.0627247606604544
16.0,8.0,0.8135530316618041
16.0,10.0,1.6429225024858793
16.0,12.0,2.008535743977523
16.0,14.0,3.529337088860251
16.0,16.0,3.7090729134235474
16.0,18.0,2.71469956372647
16.0,20.0,0.8391410251932894
16.0,22.0,3.71939173745219
16.0,24.0,3.1231891159227883
16.0,26.0,2.1071850543868202
16.0,28.0,2.0339832263690147
